"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/03/2026 03:45:00 - 11/03/2026 04:00:00","BZN|DE-LU","Sequence Sequence 2","65.08","",""
"11/03/2026 04:00:00 - 11/03/2026 04:15:00","BZN|DE-LU","Sequence Sequence 1","57.48","",""
"11/03/2026 04:00:00 - 11/03/2026 04:15:00","BZN|DE-LU","Sequence Sequence 2","60.95","",""
"11/03/2026 04:15:00 - 11/03/2026 04:30:00","BZN|DE-LU","Sequence Sequence 1","52.90","",""
"11/03/2026 04:15:00 - 11/03/2026 04:30:00","BZN|DE-LU","Sequence Sequence 2","67.50","",""
"11/03/2026 04:30:00 - 11/03/2026 04:45:00","BZN|DE-LU","Sequence Sequence 1","53.51","",""
"11/03/2026 04:30:00 - 11/03/2026 04:45:00","BZN|DE-LU","Sequence Sequence 2","60.08","",""
"11/03/2026 04:45:00 - 11/03/2026 05:00:00","BZN|DE-LU","Sequence Sequence 1","60.40","",""
"11/03/2026 04:45:00 - 11/03/2026 05:00:00","BZN|DE-LU","Sequence Sequence 2","65.07","",""
"11/03/2026 05:00:00 - 11/03/2026 05:15:00","BZN|DE-LU","Sequence Sequence 1","59.00","",""
"11/03/2026 05:00:00 - 11/03/2026 05:15:00","BZN|DE-LU","Sequence Sequence 2","67.60","",""
"11/03/2026 05:15:00 - 11/03/2026 05:30:00","BZN|DE-LU","Sequence Sequence 1","58.41","",""
"11/03/2026 05:15:00 - 11/03/2026 05:30:00","BZN|DE-LU","Sequence Sequence 2","70.48","",""
"11/03/2026 05:30:00 - 11/03/2026 05:45:00","BZN|DE-LU","Sequence Sequence 1","66.42","",""
"11/03/2026 05:30:00 - 11/03/2026 05:45:00","BZN|DE-LU","Sequence Sequence 2","70.09","",""
"11/03/2026 05:45:00 - 11/03/2026 06:00:00","BZN|DE-LU","Sequence Sequence 1","74.31","",""
"11/03/2026 05:45:00 - 11/03/2026 06:00:00","BZN|DE-LU","Sequence Sequence 2","74.45","",""
"11/03/2026 06:00:00 - 11/03/2026 06:15:00","BZN|DE-LU","Sequence Sequence 1","56.34","",""
"11/03/2026 06:00:00 - 11/03/2026 06:15:00","BZN|DE-LU","Sequence Sequence 2","78.10","",""
"11/03/2026 06:15:00 - 11/03/2026 06:30:00","BZN|DE-LU","Sequence Sequence 1","69.10","",""
"11/03/2026 06:15:00 - 11/03/2026 06:30:00","BZN|DE-LU","Sequence Sequence 2","84.88","",""
"11/03/2026 06:30:00 - 11/03/2026 06:45:00","BZN|DE-LU","Sequence Sequence 1","82.02","",""
"11/03/2026 06:30:00 - 11/03/2026 06:45:00","BZN|DE-LU","Sequence Sequence 2","91.06","",""
"11/03/2026 06:45:00 - 11/03/2026 07:00:00","BZN|DE-LU","Sequence Sequence 1","76.01","",""
"11/03/2026 06:45:00 - 11/03/2026 07:00:00","BZN|DE-LU","Sequence Sequence 2","97.23","",""
"11/03/2026 07:00:00 - 11/03/2026 07:15:00","BZN|DE-LU","Sequence Sequence 1","91.73","",""
"11/03/2026 07:00:00 - 11/03/2026 07:15:00","BZN|DE-LU","Sequence Sequence 2","95.10","",""
"11/03/2026 07:15:00 - 11/03/2026 07:30:00","BZN|DE-LU","Sequence Sequence 1","86.81","",""
"11/03/2026 07:15:00 - 11/03/2026 07:30:00","BZN|DE-LU","Sequence Sequence 2","109.45","",""
"11/03/2026 07:30:00 - 11/03/2026 07:45:00","BZN|DE-LU","Sequence Sequence 1","81.90","",""
"11/03/2026 07:30:00 - 11/03/2026 07:45:00","BZN|DE-LU","Sequence Sequence 2","99.23","",""
"11/03/2026 07:45:00 - 11/03/2026 08:00:00","BZN|DE-LU","Sequence Sequence 1","63.04","",""
"11/03/2026 07:45:00 - 11/03/2026 08:00:00","BZN|DE-LU","Sequence Sequence 2","99.42","",""
"11/03/2026 08:00:00 - 11/03/2026 08:15:00","BZN|DE-LU","Sequence Sequence 1","89.85","",""
"11/03/2026 08:00:00 - 11/03/2026 08:15:00","BZN|DE-LU","Sequence Sequence 2","104.29","",""
"11/03/2026 08:15:00 - 11/03/2026 08:30:00","BZN|DE-LU","Sequence Sequence 1","78.70","",""
"11/03/2026 08:15:00 - 11/03/2026 08:30:00","BZN|DE-LU","Sequence Sequence 2","95.08","",""
"11/03/2026 08:30:00 - 11/03/2026 08:45:00","BZN|DE-LU","Sequence Sequence 1","74.46","",""
"11/03/2026 08:30:00 - 11/03/2026 08:45:00","BZN|DE-LU","Sequence Sequence 2","91.00","",""
"11/03/2026 08:45:00 - 11/03/2026 09:00:00","BZN|DE-LU","Sequence Sequence 1","59.00","",""
"11/03/2026 08:45:00 - 11/03/2026 09:00:00","BZN|DE-LU","Sequence Sequence 2","65.90","",""
"11/03/2026 09:00:00 - 11/03/2026 09:15:00","BZN|DE-LU","Sequence Sequence 1","81.15","",""
"11/03/2026 09:00:00 - 11/03/2026 09:15:00","BZN|DE-LU","Sequence Sequence 2","77.50","",""
"11/03/2026 09:15:00 - 11/03/2026 09:30:00","BZN|DE-LU","Sequence Sequence 1","69.91","",""
"11/03/2026 09:15:00 - 11/03/2026 09:30:00","BZN|DE-LU","Sequence Sequence 2","60.01","",""
"11/03/2026 09:30:00 - 11/03/2026 09:45:00","BZN|DE-LU","Sequence Sequence 1","56.49","",""
"11/03/2026 09:30:00 - 11/03/2026 09:45:00","BZN|DE-LU","Sequence Sequence 2","45.04","",""
"11/03/2026 09:45:00 - 11/03/2026 10:00:00","BZN|DE-LU","Sequence Sequence 1","24.23","",""
"11/03/2026 09:45:00 - 11/03/2026 10:00:00","BZN|DE-LU","Sequence Sequence 2","40.02","",""
"11/03/2026 10:00:00 - 11/03/2026 10:15:00","BZN|DE-LU","Sequence Sequence 1","56.03","",""
"11/03/2026 10:00:00 - 11/03/2026 10:15:00","BZN|DE-LU","Sequence Sequence 2","34.72","",""
"11/03/2026 10:15:00 - 11/03/2026 10:30:00","BZN|DE-LU","Sequence Sequence 1","35.00","",""
"11/03/2026 10:15:00 - 11/03/2026 10:30:00","BZN|DE-LU","Sequence Sequence 2","11.29","",""
"11/03/2026 10:30:00 - 11/03/2026 10:45:00","BZN|DE-LU","Sequence Sequence 1","13.78","",""
"11/03/2026 10:30:00 - 11/03/2026 10:45:00","BZN|DE-LU","Sequence Sequence 2","20.03","",""
"11/03/2026 10:45:00 - 11/03/2026 11:00:00","BZN|DE-LU","Sequence Sequence 1","0.10","",""
"11/03/2026 10:45:00 - 11/03/2026 11:00:00","BZN|DE-LU","Sequence Sequence 2","20.03","",""
"11/03/2026 11:00:00 - 11/03/2026 11:15:00","BZN|DE-LU","Sequence Sequence 1","23.80","",""
"11/03/2026 11:00:00 - 11/03/2026 11:15:00","BZN|DE-LU","Sequence Sequence 2","2.81","",""
"11/03/2026 11:15:00 - 11/03/2026 11:30:00","BZN|DE-LU","Sequence Sequence 1","11.82","",""
"11/03/2026 11:15:00 - 11/03/2026 11:30:00","BZN|DE-LU","Sequence Sequence 2","2.51","",""
"11/03/2026 11:30:00 - 11/03/2026 11:45:00","BZN|DE-LU","Sequence Sequence 1","8.26","",""
"11/03/2026 11:30:00 - 11/03/2026 11:45:00","BZN|DE-LU","Sequence Sequence 2","12.75","",""
"11/03/2026 11:45:00 - 11/03/2026 12:00:00","BZN|DE-LU","Sequence Sequence 1","4.91","",""
"11/03/2026 11:45:00 - 11/03/2026 12:00:00","BZN|DE-LU","Sequence Sequence 2","15.20","",""
"11/03/2026 12:00:00 - 11/03/2026 12:15:00","BZN|DE-LU","Sequence Sequence 1","7.08","",""
"11/03/2026 12:00:00 - 11/03/2026 12:15:00","BZN|DE-LU","Sequence Sequence 2","1.91","",""
"11/03/2026 12:15:00 - 11/03/2026 12:30:00","BZN|DE-LU","Sequence Sequence 1","10.04","",""
"11/03/2026 12:15:00 - 11/03/2026 12:30:00","BZN|DE-LU","Sequence Sequence 2","1.91","",""
"11/03/2026 12:30:00 - 11/03/2026 12:45:00","BZN|DE-LU","Sequence Sequence 1","10.10","",""
"11/03/2026 12:30:00 - 11/03/2026 12:45:00","BZN|DE-LU","Sequence Sequence 2","1.91","",""
"11/03/2026 12:45:00 - 11/03/2026 13:00:00","BZN|DE-LU","Sequence Sequence 1","12.43","",""
"11/03/2026 12:45:00 - 11/03/2026 13:00:00","BZN|DE-LU","Sequence Sequence 2","4.76","",""
"11/03/2026 13:00:00 - 11/03/2026 13:15:00","BZN|DE-LU","Sequence Sequence 1","4.04","",""
"11/03/2026 13:00:00 - 11/03/2026 13:15:00","BZN|DE-LU","Sequence Sequence 2","1.91","",""
"11/03/2026 13:15:00 - 11/03/2026 13:30:00","BZN|DE-LU","Sequence Sequence 1","10.69","",""
"11/03/2026 13:15:00 - 11/03/2026 13:30:00","BZN|DE-LU","Sequence Sequence 2","1.91","",""
"11/03/2026 13:30:00 - 11/03/2026 13:45:00","BZN|DE-LU","Sequence Sequence 1","20.00","",""
"11/03/2026 13:30:00 - 11/03/2026 13:45:00","BZN|DE-LU","Sequence Sequence 2","2.61","",""
"11/03/2026 13:45:00 - 11/03/2026 14:00:00","BZN|DE-LU","Sequence Sequence 1","29.82","",""
"11/03/2026 13:45:00 - 11/03/2026 14:00:00","BZN|DE-LU","Sequence Sequence 2","6.58","",""
"11/03/2026 14:00:00 - 11/03/2026 14:15:00","BZN|DE-LU","Sequence Sequence 1","24.32","",""
"11/03/2026 14:00:00 - 11/03/2026 14:15:00","BZN|DE-LU","Sequence Sequence 2","28.29","",""
"11/03/2026 14:15:00 - 11/03/2026 14:30:00","BZN|DE-LU","Sequence Sequence 1","33.96","",""
"11/03/2026 14:15:00 - 11/03/2026 14:30:00","BZN|DE-LU","Sequence Sequence 2","21.93","",""
"11/03/2026 14:30:00 - 11/03/2026 14:45:00","BZN|DE-LU","Sequence Sequence 1","50.81","",""
"11/03/2026 14:30:00 - 11/03/2026 14:45:00","BZN|DE-LU","Sequence Sequence 2","16.43","",""
"11/03/2026 14:45:00 - 11/03/2026 15:00:00","BZN|DE-LU","Sequence Sequence 1","80.00","",""
"11/03/2026 14:45:00 - 11/03/2026 15:00:00","BZN|DE-LU","Sequence Sequence 2","20.33","",""
"11/03/2026 15:00:00 - 11/03/2026 15:15:00","BZN|DE-LU","Sequence Sequence 1","52.36","",""
"11/03/2026 15:00:00 - 11/03/2026 15:15:00","BZN|DE-LU","Sequence Sequence 2","69.92","",""
"11/03/2026 15:15:00 - 11/03/2026 15:30:00","BZN|DE-LU","Sequence Sequence 1","73.68","",""
"11/03/2026 15:15:00 - 11/03/2026 15:30:00","BZN|DE-LU","Sequence Sequence 2","79.93","",""
"11/03/2026 15:30:00 - 11/03/2026 15:45:00","BZN|DE-LU","Sequence Sequence 1","85.70","",""
"11/03/2026 15:30:00 - 11/03/2026 15:45:00","BZN|DE-LU","Sequence Sequence 2","74.04","",""
"11/03/2026 15:45:00 - 11/03/2026 16:00:00","BZN|DE-LU","Sequence Sequence 1","105.58","",""
"11/03/2026 15:45:00 - 11/03/2026 16:00:00","BZN|DE-LU","Sequence Sequence 2","92.12","",""
"11/03/2026 16:00:00 - 11/03/2026 16:15:00","BZN|DE-LU","Sequence Sequence 1","69.92","",""
"11/03/2026 16:00:00 - 11/03/2026 16:15:00","BZN|DE-LU","Sequence Sequence 2","78.10","",""
"11/03/2026 16:15:00 - 11/03/2026 16:30:00","BZN|DE-LU","Sequence Sequence 1","100.77","",""
"11/03/2026 16:15:00 - 11/03/2026 16:30:00","BZN|DE-LU","Sequence Sequence 2","98.50","",""
"11/03/2026 16:30:00 - 11/03/2026 16:45:00","BZN|DE-LU","Sequence Sequence 1","118.19","",""
"11/03/2026 16:30:00 - 11/03/2026 16:45:00","BZN|DE-LU","Sequence Sequence 2","109.88","",""
"11/03/2026 16:45:00 - 11/03/2026 17:00:00","BZN|DE-LU","Sequence Sequence 1","127.54","",""
"11/03/2026 16:45:00 - 11/03/2026 17:00:00","BZN|DE-LU","Sequence Sequence 2","133.52","",""
"11/03/2026 17:00:00 - 11/03/2026 17:15:00","BZN|DE-LU","Sequence Sequence 1","105.32","",""
"11/03/2026 17:00:00 - 11/03/2026 17:15:00","BZN|DE-LU","Sequence Sequence 2","96.10","",""
"11/03/2026 17:15:00 - 11/03/2026 17:30:00","BZN|DE-LU","Sequence Sequence 1","125.99","",""
"11/03/2026 17:15:00 - 11/03/2026 17:30:00","BZN|DE-LU","Sequence Sequence 2","119.00","",""
"11/03/2026 17:30:00 - 11/03/2026 17:45:00","BZN|DE-LU","Sequence Sequence 1","130.52","",""
"11/03/2026 17:30:00 - 11/03/2026 17:45:00","BZN|DE-LU","Sequence Sequence 2","143.00","",""
"11/03/2026 17:45:00 - 11/03/2026 18:00:00","BZN|DE-LU","Sequence Sequence 1","153.28","",""
"11/03/2026 17:45:00 - 11/03/2026 18:00:00","BZN|DE-LU","Sequence Sequence 2","166.30","",""
"11/03/2026 18:00:00 - 11/03/2026 18:15:00","BZN|DE-LU","Sequence Sequence 1","138.05","",""
"11/03/2026 18:00:00 - 11/03/2026 18:15:00","BZN|DE-LU","Sequence Sequence 2","142.69","",""
"11/03/2026 18:15:00 - 11/03/2026 18:30:00","BZN|DE-LU","Sequence Sequence 1","147.61","",""
"11/03/2026 18:15:00 - 11/03/2026 18:30:00","BZN|DE-LU","Sequence Sequence 2","149.99","",""
"11/03/2026 18:30:00 - 11/03/2026 18:45:00","BZN|DE-LU","Sequence Sequence 1","157.62","",""
"11/03/2026 18:30:00 - 11/03/2026 18:45:00","BZN|DE-LU","Sequence Sequence 2","162.69","",""
"11/03/2026 18:45:00 - 11/03/2026 19:00:00","BZN|DE-LU","Sequence Sequence 1","169.27","",""
"11/03/2026 18:45:00 - 11/03/2026 19:00:00","BZN|DE-LU","Sequence Sequence 2","159.96","",""
"11/03/2026 19:00:00 - 11/03/2026 19:15:00","BZN|DE-LU","Sequence Sequence 1","154.87","",""
"11/03/2026 19:00:00 - 11/03/2026 19:15:00","BZN|DE-LU","Sequence Sequence 2","173.02","",""
"11/03/2026 19:15:00 - 11/03/2026 19:30:00","BZN|DE-LU","Sequence Sequence 1","159.66","",""
"11/03/2026 19:15:00 - 11/03/2026 19:30:00","BZN|DE-LU","Sequence Sequence 2","159.96","",""
"11/03/2026 19:30:00 - 11/03/2026 19:45:00","BZN|DE-LU","Sequence Sequence 1","159.56","",""
"11/03/2026 19:30:00 - 11/03/2026 19:45:00","BZN|DE-LU","Sequence Sequence 2","158.20","",""
"11/03/2026 19:45:00 - 11/03/2026 20:00:00","BZN|DE-LU","Sequence Sequence 1","152.79","",""
"11/03/2026 19:45:00 - 11/03/2026 20:00:00","BZN|DE-LU","Sequence Sequence 2","147.65","",""
"11/03/2026 20:00:00 - 11/03/2026 20:15:00","BZN|DE-LU","Sequence Sequence 1","149.51","",""
"11/03/2026 20:00:00 - 11/03/2026 20:15:00","BZN|DE-LU","Sequence Sequence 2","143.95","",""
"11/03/2026 20:15:00 - 11/03/2026 20:30:00","BZN|DE-LU","Sequence Sequence 1","136.00","",""
"11/03/2026 20:15:00 - 11/03/2026 20:30:00","BZN|DE-LU","Sequence Sequence 2","135.40","",""
"11/03/2026 20:30:00 - 11/03/2026 20:45:00","BZN|DE-LU","Sequence Sequence 1","122.68","",""
"11/03/2026 20:30:00 - 11/03/2026 20:45:00","BZN|DE-LU","Sequence Sequence 2","126.70","",""
"11/03/2026 20:45:00 - 11/03/2026 21:00:00","BZN|DE-LU","Sequence Sequence 1","120.57","",""
"11/03/2026 20:45:00 - 11/03/2026 21:00:00","BZN|DE-LU","Sequence Sequence 2","120.32","",""
"11/03/2026 21:00:00 - 11/03/2026 21:15:00","BZN|DE-LU","Sequence Sequence 1","132.19","",""
"11/03/2026 21:00:00 - 11/03/2026 21:15:00","BZN|DE-LU","Sequence Sequence 2","126.10","",""
"11/03/2026 21:15:00 - 11/03/2026 21:30:00","BZN|DE-LU","Sequence Sequence 1","123.92","",""
"11/03/2026 21:15:00 - 11/03/2026 21:30:00","BZN|DE-LU","Sequence Sequence 2","121.96","",""
"11/03/2026 21:30:00 - 11/03/2026 21:45:00","BZN|DE-LU","Sequence Sequence 1","118.83","",""
"11/03/2026 21:30:00 - 11/03/2026 21:45:00","BZN|DE-LU","Sequence Sequence 2","118.02","",""
"11/03/2026 21:45:00 - 11/03/2026 22:00:00","BZN|DE-LU","Sequence Sequence 1","117.17","",""
"11/03/2026 21:45:00 - 11/03/2026 22:00:00","BZN|DE-LU","Sequence Sequence 2","110.72","",""
"11/03/2026 22:00:00 - 11/03/2026 22:15:00","BZN|DE-LU","Sequence Sequence 1","124.73","",""
"11/03/2026 22:00:00 - 11/03/2026 22:15:00","BZN|DE-LU","Sequence Sequence 2","123.00","",""
"11/03/2026 22:15:00 - 11/03/2026 22:30:00","BZN|DE-LU","Sequence Sequence 1","120.26","",""
"11/03/2026 22:15:00 - 11/03/2026 22:30:00","BZN|DE-LU","Sequence Sequence 2","116.04","",""
"11/03/2026 22:30:00 - 11/03/2026 22:45:00","BZN|DE-LU","Sequence Sequence 1","120.18","",""
"11/03/2026 22:30:00 - 11/03/2026 22:45:00","BZN|DE-LU","Sequence Sequence 2","112.10","",""
"11/03/2026 22:45:00 - 11/03/2026 23:00:00","BZN|DE-LU","Sequence Sequence 1","112.04","",""
"11/03/2026 22:45:00 - 11/03/2026 23:00:00","BZN|DE-LU","Sequence Sequence 2","108.15","",""
"11/03/2026 23:00:00 - 11/03/2026 23:15:00","BZN|DE-LU","Sequence Sequence 1","121.63","",""
"11/03/2026 23:00:00 - 11/03/2026 23:15:00","BZN|DE-LU","Sequence Sequence 2","107.73","",""
"11/03/2026 23:15:00 - 11/03/2026 23:30:00","BZN|DE-LU","Sequence Sequence 1","102.41","",""
"11/03/2026 23:15:00 - 11/03/2026 23:30:00","BZN|DE-LU","Sequence Sequence 2","102.82","",""
"11/03/2026 23:30:00 - 11/03/2026 23:45:00","BZN|DE-LU","Sequence Sequence 1","99.99","",""
"11/03/2026 23:30:00 - 11/03/2026 23:45:00","BZN|DE-LU","Sequence Sequence 2","100.34","",""
"11/03/2026 23:45:00 - 12/03/2026 00:00:00","BZN|DE-LU","Sequence Sequence 1","91.98","",""
"11/03/2026 23:45:00 - 12/03/2026 00:00:00","BZN|DE-LU","Sequence Sequence 2","98.55","",""
